"RMSERegLasso" "RMSERegRidge" "RMSERegelasticnet"
"1" 4.87543405268911 4.81463940058631 4.71047349780589
"2" 4.99763916028041 4.88254394672913 4.85300614979528
"3" 5.12802681730407 4.98512999423265 5.01909525969756
"4" 4.9709178816456 4.85933562234891 4.94691250401367
"5" 4.35311668397176 4.51394978048197 4.39971512392093
"6" 5.32823987175379 5.07715204018257 5.03478039249349
"7" 4.94123951588488 4.89783720084563 4.75362267493146
"8" 5.13040401434178 5.11558988014227 4.99425926875484
"9" 5.22341943887716 5.01503487717936 5.12052938699004
"10" 5.00567064962642 4.86960637438042 4.77928656028201
"11" 4.95748410633568 5.03337345866513 5.02396937837581
"12" 4.3053706234038 4.23422192043762 4.19205690273606
"13" 5.29614988276002 5.35287641188403 5.23435206134455
"14" 5.42770548723577 5.37630182447734 5.25148072909182
"15" 4.770624639939 4.6027105210205 4.69268738863474
"16" 4.97432878465257 4.91519568204577 4.79387062472034
"17" 4.75621213590317 4.60842929166977 4.58786275863782
"18" 5.2251176610678 5.16223242430158 5.22310299812563
"19" 5.39593416742329 5.1796883586688 5.21702574026338
"20" 4.78006251584661 4.59196462283774 4.55209269176063
"21" 5.06177982925788 5.12438316258315 4.98870669074111
"22" 4.36052459058218 4.36867313729911 4.36808452239279
"23" 5.42090259297243 5.19654485940645 5.16577081817318
"24" 5.30192705363882 5.04330526974145 5.05547186868943
"25" 4.94839683625214 5.09560188838454 5.06034765133423
"26" 4.87825642304003 4.96107201215009 4.94774076579086
"27" 5.79397288179017 5.62989312646765 5.68947950022849
"28" 4.97079534581212 4.80402857658854 4.79472738602269
"29" 5.16308904814799 5.20685701153491 5.15144895378855
"30" 5.09092392829261 5.00457783446477 5.05273360745861
"31" 4.90977335188165 4.8275898924378 4.87016909575345
"32" 5.37601468794089 5.27335821224975 5.26638845426257
"33" 4.98860510644357 4.89151747169205 4.92561064364297
"34" 4.97604581341902 4.91466811614861 4.93102914244764
"35" 5.2960352002637 5.07514555012064 5.11176986454676
"36" 4.63164895160501 4.69825274797018 4.69196932265535
"37" 4.73919234159865 4.50021326892928 4.61599809126113
"38" 5.36299657991794 5.12175382652564 5.05029348459498
"39" 5.15921608576794 5.14782554601136 5.11706921169836
"40" 4.80501916909647 4.68641221041119 4.78333080587651
"41" 4.83435322809667 4.87864683119149 4.77033795710623
"42" 4.5089454021086 4.4093640599982 4.4489247757226
"43" 5.43782582866694 5.22008054406747 5.36019441600349
"44" 4.43237323597573 4.34162079973296 4.40648195706871
"45" 4.88998074539907 4.66586958803979 4.61729236338036
"46" 5.13879933158602 5.0017469420817 4.89023930947105
"47" 4.90062111916534 4.83890258346771 4.64634682429622
"48" 5.01631753408237 4.98655050195217 4.9577532952876
"49" 5.30897294817672 5.32313114014966 5.26911049674693
"50" 5.78319161151894 5.41231884105342 5.42692738870019
"51" 4.65965340799052 4.73909946550988 4.64344963617008
"52" 4.57246372522714 4.38940719485842 4.41402934895942
"53" 5.11991670452811 5.04900315279748 5.03064106892809
"54" 4.776783650363 4.70034866376984 4.74473947362883
"55" 4.78728079670798 4.81925419878617 4.72943432912134
"56" 4.19280788369798 4.09463436857302 4.09172433452838
"57" 5.38520231523146 5.18872399986029 5.22260288493386
"58" 4.23074169116694 4.06302590335453 4.05950223761356
"59" 4.8911345141428 4.91714888378379 4.70505221402095
"60" 4.37886452165997 4.49574231434854 4.45406531025777
"61" 5.27261102303478 5.06169507924813 5.08817011258808
"62" 4.71063675473465 4.67014591505887 4.53290709053972
"63" 5.09759162852951 4.8324019977609 4.89363963556216
"64" 4.9556725745748 5.01803806199803 4.92750384817605
"65" 5.42417849905235 5.34146455008691 5.33870339637735
"66" 5.15732913823263 4.94635567879731 4.97173520468591
"67" 5.28251115181715 5.27086590049602 5.23240239309846
"68" 4.39839117234372 4.26484414117569 4.26205144902414
"69" 4.68835189886566 4.54090190081694 4.56832353769121
"70" 4.87965793374631 4.72153163163111 4.68749515184843
"71" 5.4659672902054 5.29648601789003 5.21825881514895
"72" 4.4783845784161 4.35122477641358 4.28900457352633
"73" 5.15805458694022 4.97090368273972 4.87250882307902
"74" 5.26935507877922 5.32644838646296 5.21599743226115
"75" 4.26316181339816 3.98435505151557 3.96368470385658
"76" 4.66725496122363 4.66622498775283 4.69559709094808
"77" 4.56065284878922 4.42806884565237 4.48041348438253
"78" 4.83443400254926 4.81703770438022 4.85672231802837
"79" 5.37664762367232 5.31087705580757 5.47192660711843
"80" 4.21728654417103 4.20305084494462 4.17246811246015
"81" 5.99002284920188 5.82407272335046 5.83469486505419
"82" 5.07130404731474 4.73673353594742 4.72277810878163
"83" 4.60120441841992 4.59521791615885 4.56476688303668
"84" 5.02860068312297 4.80025018381273 4.75366744278916
"85" 4.74572125067637 4.78720306206365 4.85145611294177
"86" 4.65084466139426 4.52280452539607 4.51100465170592
"87" 5.08223558874267 4.95484534877288 5.00519296777359
"88" 4.30352050795037 4.20870824996706 4.27639911416246
"89" 5.07750789419294 5.04386077313884 4.91572651686914
"90" 4.7924489470275 4.82363563494693 4.81417689092528
"91" 4.7653504624077 4.86706555239971 4.76374581626482
"92" 4.92496396557791 4.72039193358679 4.80552360722341
"93" 4.97656692481566 4.77209898399838 4.7220495151086
"94" 4.62338790568834 4.44733850143058 4.45272325464161
"95" 5.37681876238587 5.27479311472178 5.2622371405882
"96" 4.98961916895295 4.7093070428012 4.80786316973808
"97" 4.84462486825908 4.93384004536089 4.88073425548926
"98" 4.08256794345099 4.052026906853 4.08844666257571
"99" 5.00234354624329 5.01027382821668 5.01750304845823
"100" 4.47063351675056 4.46003865160443 4.41311807241936
"101" 4.69908397448608 4.67030320255369 4.58538639244929
"102" 4.52847859112515 4.44034663287937 4.40963062577923
"103" 4.78615252396238 4.7113339587078 4.60845192705328
"104" 5.30587062235437 5.00158356493991 4.99285877473459
"105" 4.50028770423825 4.51727900068082 4.60510999263086
"106" 5.00044995685571 4.97176971278921 4.96907159001717
"107" 5.53542634606058 5.50665589493307 5.54761747858038
"108" 4.4349087653509 4.47392873581209 4.47663020773781
"109" 5.04164798962374 5.07684646809061 5.05942669409484
"110" 5.2002522596842 5.25301212756193 5.23524695396543
"111" 4.39109269769882 4.40838180276387 4.33767606168887
"112" 5.41388304473923 5.14559338269605 5.17503692449752
"113" 5.20495508653 5.08527662127717 5.03836283790269
"114" 5.09590519105741 5.05046344632021 5.04253781266311
"115" 5.5229495653914 5.30678571240421 5.34578601495738
"116" 4.79460044958315 4.60372930422917 4.68775410493767
"117" 4.77113080011855 4.70058675852359 4.71693947636734
"118" 4.45002148231821 4.39232666851516 4.32465554120692
"119" 4.79568901312101 4.60702744401429 4.57975925147264
"120" 5.09242848165349 5.18451321002944 4.99210133886213
"121" 5.19575130350272 5.3724287125326 5.32411882492914
"122" 5.44654111689745 5.43515568768776 5.41246863122325
"123" 4.65893982427258 4.55853860715714 4.56423377940801
"124" 4.72478982879546 4.60212378225999 4.47410592977705
"125" 5.20929135215197 5.2792317453243 5.34480995781236
"126" 4.5658044780603 4.4928061904574 4.46799145953332
"127" 5.08908862489753 5.07739681199399 5.01060228109507
"128" 4.77290444134252 4.70859659295758 4.72072576838652
"129" 4.26754928644421 4.36301764940607 4.16595510190327
"130" 4.6712869169723 4.69876332833477 4.68604700812679
"131" 4.68668666009691 4.67944803348513 4.62546374066548
"132" 5.16420955675899 5.04746918963322 5.11434718225429
"133" 5.06414879418598 4.90610471168806 4.98025847372367
"134" 4.08147396745639 4.07611046282983 4.04171686626759
"135" 4.79645597151029 4.95342566518933 4.83894053914666
"136" 4.98245346030459 4.67042978144417 4.71602611965777
"137" 5.08614220911374 4.96681837314456 5.02170963094028
"138" 4.56710826311627 4.54266640970059 4.4774515757925
"139" 5.43637289214806 5.3191387001015 5.29341509262162
"140" 4.49587598218497 4.46628559803298 4.48718684022921
"141" 4.98289137065468 5.10216539596865 4.96715629678913
"142" 4.41716327169574 4.18769224383285 4.15503378516069
"143" 5.3704182401189 5.20841456775386 5.44914750476438
"144" 4.8323324682779 4.64509940680494 4.64777870211147
"145" 4.34018617017161 4.53286527549239 4.47428117073364
"146" 5.11957317481497 4.99666450850352 4.99207440090374
"147" 5.10816332510189 5.11465559207433 5.07366655117778
"148" 5.68916526788105 5.54156377602203 5.49396311655225
"149" 5.20033720761323 5.03328512874963 5.17851355383733
"150" 5.09891300017764 5.15407142529851 5.13134150116119
"151" 4.99615602399904 4.85472062201095 4.81976830400744
"152" 4.44130243326972 4.43711820683766 4.40706496923645
"153" 5.39907600607538 5.32918473204086 5.30910863462612
"154" 5.09474226543409 4.70320433406865 4.73769797435744
"155" 4.04853646688857 3.8383460139194 3.80573878362023
"156" 5.61466549087858 5.64868737027689 5.56387208144212
"157" 4.98650167721585 4.85944197528596 4.92244753044051
"158" 4.30851074165914 4.15955923181721 4.15791465897075
"159" 5.28493393337139 5.1875469367792 5.10175833266029
"160" 4.35455657708683 4.35676051467363 4.3627176909899
"161" 5.44491035624538 5.2330033210474 5.41665430744995
"162" 5.02458133396907 4.82525893944596 4.8873552059178
"163" 4.73101223468518 4.68148552745354 4.66427208883342
"164" 5.19635988983079 4.93758137664223 4.9547505515857
"165" 4.71963388497042 4.81905636429731 4.79293303861485
"166" 4.60074892520645 4.35353289478953 4.41290409416207
"167" 4.65972810190966 4.70920674114822 4.73391257851683
"168" 5.18614536029135 5.18320715862919 5.18315530800402
"169" 5.53797191769603 5.36823254243368 5.4224908405077
"170" 4.63812660024963 4.38949570910181 4.51609427716287
"171" 5.1601854530401 5.22237805508745 5.09989719419932
"172" 4.92280081865044 4.78947050910612 4.61000942370389
"173" 5.31414030255079 5.04825309859174 4.97787396383188
"174" 5.27241321168116 5.03033864652224 5.08732746887201
"175" 4.86666027626125 4.63939570319649 4.70095795776494
"176" 5.49555153443294 5.37749213722032 5.43565608339955
"177" 4.49117549752296 4.6393343036331 4.40255347824315
"178" 5.12201251087385 5.08007548494208 5.00341350290164
"179" 4.51986760762683 4.53329717154309 4.3391790936397
"180" 4.50266851862771 4.25310007033171 4.27035618635151
"181" 4.99925384110597 4.95956244972402 4.94423786909112
"182" 4.3174161603362 4.01420307725664 4.05759872969178
"183" 4.92574741967544 4.98573442529596 4.9792711206092
"184" 5.22630946250814 5.23483160268164 5.1176038228539
"185" 4.68147920699278 4.56415150786728 4.49003697800827
"186" 5.00503647390605 4.7905107323634 4.75031033211029
"187" 4.27699711122875 4.25598611093883 4.24735748988054
"188" 4.93479013518566 4.89766551572947 4.80129118656206
"189" 4.55168171732587 4.72959002148862 4.66067940256139
"190" 5.87258391647855 5.82189792439963 5.90636008292671
"191" 4.50413306549265 4.56256158266027 4.49382189539762
"192" 4.41883291789326 4.36369193094766 4.27031781722875
"193" 4.85761878227499 4.32602494840116 4.57300846835764
"194" 4.76144478371052 4.51016297230064 4.46288826033074
"195" 4.97756612906899 4.811216061212 4.87629116163248
"196" 4.45682298494475 4.48898599266223 4.46243467344792
"197" 4.5263460423852 4.34588163188657 4.33526117881766
"198" 5.10511291279924 4.96732109744335 5.01398034115638
"199" 5.57878626115394 5.27907374921335 5.29177385760863
"200" 4.51750373071573 4.48077926228604 4.43665423628465
"201" 5.23772117869965 5.26296526252904 5.35907432944558
"202" 4.98891640666438 5.02364423296507 5.01269690858596
"203" 4.02295750858272 4.05724009672154 4.05736006219699
"204" 5.29739915916937 4.98754506003484 5.06800910484044
"205" 5.17755770633526 5.16344908907312 5.08387350253054
"206" 5.46189233750564 5.50308443437719 5.4413940603518
"207" 4.97509696276747 5.00415144909074 4.85091937812477
"208" 4.74802759903035 4.63886463410293 4.67199599231333
"209" 4.43443769425597 4.53169160540194 4.46430723308723
"210" 4.85730061482799 4.79518829624026 4.77335586885872
"211" 4.40904425278573 4.21028909208349 4.18538784149244
"212" 4.63739222506713 4.57611460343285 4.59290679779539
"213" 4.71351836058829 4.67554885383259 4.64184235972518
"214" 5.79772134077247 5.63223824729041 5.55015816377268
"215" 4.47682532600308 4.32193266298713 4.36110354478407
"216" 4.89616408180748 4.89183530844207 4.91116423907587
"217" 4.80603764897706 4.86292412131914 4.85986550268865
"218" 4.44020490157147 4.28505077937257 4.22702689002544
"219" 4.79655169944215 4.608256250831 4.5713024018479
"220" 4.92474772779785 4.86130493760294 4.80774877278757
"221" 4.58040598555067 4.30759000347072 4.40166544717371
"222" 4.80325792679147 4.73520976855509 4.78325147618156
"223" 5.39333702263387 5.45608751919122 5.38488060805349
"224" 4.39511011819903 4.51862268279055 4.58974358446191
"225" 5.46301695608203 5.3041327771994 5.31124721518353
"226" 4.8713483444902 4.60820751383359 4.54129880808266
"227" 5.54331127972124 5.48495799198182 5.4614045172062
"228" 5.48622951385212 5.25953975587002 5.36609606821625
"229" 5.31752099599565 5.41686094471017 5.31575362378118
"230" 5.46182193505435 5.19032464328437 5.35526214318251
"231" 5.61340305260467 5.65091948310498 5.61929704679673
"232" 4.46579674150953 4.37430782104868 4.25334164314112
"233" 4.30686600614922 4.37583861238803 4.3700966173296
"234" 4.87770496296068 4.6666651811553 4.70331051331888
"235" 4.94214551490663 4.78625964721419 4.73883582635761
"236" 4.32801584738165 4.38015360977691 4.37169803810607
"237" 5.15761111743211 4.87684322091879 4.95407490149002
"238" 4.9663189571545 4.86354345367918 4.85169810734922
"239" 5.05145464085103 5.0089871876488 4.93034699409637
"240" 4.75881365931481 4.52378274986369 4.55915455915445
"241" 4.69607834244965 4.47460505087921 4.54488955635824
"242" 5.36380964144037 5.38361351287767 5.16987623507062
"243" 4.57643350376508 4.43533017607748 4.46450295289258
"244" 5.17264955579685 5.08159420918149 4.98244710561654
"245" 4.61173205929784 4.67515427944176 4.68662151735381
"246" 4.73997437130663 4.60756976613858 4.60533639245264
"247" 4.9392058699227 4.71157155941413 4.79631501763036
"248" 4.73424268578852 4.66711022495209 4.68069915111138
"249" 4.64346068327107 4.80963164873655 4.74480568917738
"250" 4.80889124174988 4.66805062377029 4.63528958188184
"251" 5.28127145882607 5.40312949775016 5.22271920808591
"252" 4.8901261334414 4.80088716041683 4.69961824541287
"253" 4.35798165296276 4.49689898990215 4.42327160120056
"254" 5.02321229472843 4.91409781626635 4.9540250382634
"255" 5.55944312294945 5.41823752256287 5.51008784579011
"256" 4.95562754314319 5.10465871667227 5.13792317107392
"257" 4.83172973619382 4.83322647443334 4.74191481924407
"258" 4.75414841792043 4.90382570351115 4.82468932825569
"259" 5.40737977766923 5.24012136399112 5.26354789736789
"260" 5.00424892100722 4.91302518027123 4.81066026292631
"261" 4.65477587137945 4.35160039620231 4.37845683004438
"262" 5.04658934538735 4.99623191545971 4.86926465661419
"263" 5.30416155511186 5.21588994939182 5.15111455343029
"264" 4.89914420273863 4.83318638623144 4.78438693293744
"265" 4.98567130904237 4.87455816523087 4.89819881505955
"266" 5.58725071560837 5.25567841215352 5.29743779951227
"267" 4.88810488027181 5.09907370057739 5.10472667115416
"268" 4.8569826164897 4.86621331827468 4.87236232421974
"269" 4.8500146955599 4.73584926610322 4.78941521009324
"270" 4.94510057003683 4.81525207834537 4.88098030781024
"271" 4.75676036486843 4.72477677812447 4.8093682405875
"272" 4.33235506702494 4.44611570155074 4.3958796253106
"273" 4.87046338764338 4.77787600293002 4.86219272960451
"274" 4.50418758520098 4.5107846841406 4.49035632327911
"275" 4.84367465390346 4.81620201928833 4.83592684247712
"276" 4.80282336577815 4.66056629452518 4.57771425733109
"277" 5.59093041705345 5.49606842822913 5.35379753982251
"278" 4.88989136982677 4.83558371284513 4.83824110807556
"279" 5.10296329690008 4.84143198117321 4.8872813428796
"280" 4.82450263614881 4.7373795274491 4.71300865502535
"281" 4.83410301005003 4.77282579411374 4.78285353844494
"282" 4.45139417905906 4.30229077578919 4.36375435286124
"283" 5.10473258410994 4.90614490529371 4.8692922696846
"284" 4.81033313916212 5.00458313698037 4.81041023033869
"285" 5.08188064029688 5.1115362213097 5.02394889196163
"286" 5.01120497375319 4.81360726746568 4.88767760366009
"287" 5.72410238078087 5.81559785428076 5.65435279818863
"288" 5.24654923469979 5.22994351482302 5.26564461742969
"289" 5.1275194847562 4.97920239377136 5.01323861981208
"290" 5.20245051115386 5.15342827611659 5.13750911946062
"291" 5.51660324083908 5.13875447041077 5.24067458288059
"292" 5.2908651788054 5.03078282313112 5.01578034008657
"293" 4.60832420632434 4.6196327351693 4.5779168976658
"294" 5.3819888511399 5.40080996153874 5.41406532402659
"295" 4.98225733611412 4.68098553896716 4.52915613272765
"296" 5.16622232436068 5.15687902699848 5.15050170505954
"297" 5.56548585864205 5.43420389830824 5.63542648411027
"298" 5.09857264899158 4.96069370721947 4.97313206465485
"299" 5.57660414446615 5.40814025301411 5.36805884203019
"300" 4.46789743747455 4.52017474186277 4.55206743204204
"301" 4.71346214530074 4.75627346302309 4.7359738563902
"302" 5.43301060760736 5.29690130521025 5.21540112485752
"303" 4.46123675980362 4.49789477937434 4.58166476066472
"304" 5.03994412350635 4.89404415797201 4.94440007449858
"305" 5.43727553991931 5.48353589157279 5.33627200234915
"306" 5.2529447249521 5.12272174617039 4.95052408026246
"307" 4.88093235615403 4.82689901763808 4.78048107687679
"308" 4.99078937998077 4.74124667965543 4.75331291758668
"309" 4.85868532582526 4.78216880596856 4.79541380170168
"310" 5.2897754418472 5.12028665031199 5.20818563695988
"311" 5.28372891842009 5.0974482459703 5.05041893203402
"312" 5.32936753919271 5.30309420593355 5.28888187041628
"313" 4.68547933115557 4.68683769286277 4.61170844594629
"314" 5.4848194540841 5.41791663248586 5.36880105371419
"315" 5.04493855926831 4.82999439698705 4.86691427975044
"316" 4.78055362768038 4.73155821673929 4.86366787909246
"317" 4.92150180842384 4.92682166646545 4.82684795267527
"318" 4.8942195062858 4.69022061923878 4.53720635241089
"319" 4.97673940843885 4.95139192080558 4.96326644496012
"320" 5.14350235885567 4.94956384699249 4.7094085243895
"321" 4.38171646951401 4.37112073128954 4.38680855736797
"322" 4.76620869237839 4.68323089513758 4.71719685490925
"323" 4.13839616490953 4.04198358622426 4.0649991168028
"324" 4.31031840458872 4.23036312377397 4.24273471772483
"325" 5.52688463951383 5.53911110183296 5.43184250858712
"326" 5.11969258357658 4.87641829267352 4.90875208833438
"327" 4.51387110597357 4.43913461523852 4.47520943823167
"328" 4.56021645592712 4.40008978971253 4.41283017760373
"329" 4.55129985214118 4.53356168144285 4.60565541452325
"330" 4.56510763040632 4.48189792556959 4.24352371690862
"331" 4.69376444885343 4.48725776530815 4.44774025451188
"332" 5.00821300911907 5.00465708712749 4.88350774180261
"333" 4.70728802510883 4.5208032999196 4.56262940453946
"334" 5.12535371717955 5.10502259213138 5.13997057030766
"335" 5.13199614326959 4.86564984417288 4.77257256843115
"336" 5.40122377145028 5.67712970516651 5.4605488060262
"337" 5.08915064487901 4.81957961966025 4.8178242889449
"338" 4.70525474374415 4.84701394950952 4.79801750593398
"339" 5.56091190378797 5.50775837583788 5.57543430169377
"340" 5.18459586794054 5.19865359931425 5.19593595289058
"341" 5.03027859577247 4.9868700206978 5.00756324654919
"342" 4.48650775876644 4.27757216545326 4.21368864254906
"343" 5.34732088614573 5.24037325784624 5.24455257803168
"344" 5.00579924679429 4.76251233341036 4.84044300388952
"345" 5.32711318189523 5.18950570135674 4.99261495417283
"346" 5.32163481417708 5.13631515673055 5.15975144611857
"347" 5.19124725771046 5.05988233836218 5.07719863006999
"348" 4.30149894806193 4.20521521603316 4.3588567539633
"349" 5.06310972892572 4.95281822994262 4.80960280109173
"350" 4.83469895401472 4.73379395838414 4.65349591406437
"351" 5.05904747334503 4.90918400319023 4.82767211839336
"352" 5.13986656890261 5.37362217083459 5.37679570448961
"353" 4.8357619461607 4.89411283037165 4.77083671901082
"354" 5.29013543645053 5.27127275906642 5.22737216550188
"355" 5.45546671805874 5.3401337911416 5.23077247437288
"356" 5.36755440594607 5.22338302965342 5.15854669264821
"357" 4.57578734549108 4.5916090849775 4.54219041898857
"358" 5.31118125917687 5.23280484729022 5.08085500809737
"359" 5.07583988618407 4.96975990493423 4.8924645746554
"360" 4.99485745481586 4.85165572975945 4.88616427291677
"361" 5.12200716582824 4.7774350499664 4.77958777125176
"362" 4.81560055015928 4.65691585791445 4.68782683238046
"363" 4.46963230548239 4.32542910941297 4.25484200494625
"364" 4.98253609646296 4.93667815063006 4.89011033417123
"365" 4.511733548281 4.53552199719778 4.48900865626068
"366" 4.58359447203932 4.53555644339269 4.51741471025599
"367" 5.30686381662905 5.09914416061053 5.10129371606631
"368" 4.90712749281827 4.82942861996182 4.65746998576879
"369" 5.03280750700279 4.92371235449173 4.87035443592109
"370" 4.43138234390928 4.48271239929521 4.43848019478035
"371" 5.40395486648587 5.24404742431197 5.16900822516747
"372" 4.82998283819971 4.74299171146334 4.70794025176205
"373" 4.68379902917032 4.60022271913188 4.56161792501214
"374" 4.42552226474848 4.47515802244019 4.49066905795586
"375" 4.83521548223671 4.79579964618804 4.83269299800975
"376" 4.87363100787789 4.79057633188765 4.74685870527881
"377" 4.89794472834518 4.76367163556776 4.80627157213809
"378" 5.62188596431874 5.49166963706639 5.37862299485673
"379" 4.76021272344397 4.74377965318946 4.76387240491235
"380" 5.05161148945373 4.87566752302504 4.88686005876304
"381" 5.19179217946961 5.15632190523395 5.15707229203468
"382" 5.34445027496562 5.18280810374401 5.2375723241492
"383" 4.88072019240569 4.8590466418472 4.81654774197579
"384" 4.78682602372484 5.08316728970424 4.69137228137509
"385" 4.77159796929598 4.65214788732678 4.60180430300455
"386" 4.42319674007228 4.36804697601003 4.41337215871198
"387" 5.51583036809554 5.37074726677118 5.33619936273994
"388" 4.64635550444088 4.54938604078546 4.47019263608045
"389" 5.0477363965476 4.81696983795178 4.89088765583919
"390" 4.93001126472571 5.00900202383179 4.66590417192522
"391" 5.03244041111765 5.04024635513615 4.79136983368916
"392" 5.31263425401863 5.05069479048694 5.03442400252111
"393" 4.76158560290295 4.43586830479288 4.29931029033228
"394" 4.73078353371648 4.83872794383416 4.76929094692518
"395" 5.16822046477632 4.9984733446173 4.92118228175161
"396" 5.16834840559153 5.16672120781925 5.06190290312268
"397" 5.81473947133875 5.79665343772191 5.76479190505415
"398" 4.72335009501321 4.40365758485018 4.37542680985804
"399" 4.99809220702862 4.7981061131108 4.82370145074268
"400" 5.08349192085608 4.905043472643 4.87226442008492
"401" 4.96740828711106 5.02563376278697 4.9249939485061
"402" 4.61005639481308 4.43188246188002 4.36603129818745
"403" 4.67561914394528 4.66319426406811 4.64468722610614
"404" 4.8767942847279 4.74987497199554 4.75639158257074
"405" 5.10627268572104 5.11785340061298 4.99635754115345
"406" 5.37842110215422 5.25056648178025 5.32630350819702
"407" 4.77321784244305 4.69742129954444 4.62763818799502
"408" 4.85266184866345 4.78168930240323 4.67060308466537
"409" 4.4296718806793 4.33098239105319 4.40064294717758
"410" 5.01681883548368 5.1129396262279 5.07185003097982
"411" 4.90866094936349 4.82456683450653 4.71758011778393
"412" 4.91660621887094 4.87154777525393 4.89386935459511
"413" 5.10175335329262 4.89311396437229 4.72710833703818
"414" 5.06901509954317 5.04367205917312 4.99821490312478
"415" 4.9252859524658 4.95302251811236 4.97045321938842
"416" 5.21532360512215 5.17648147214119 5.15141676094106
"417" 5.31604700187017 5.24097939264061 5.19768896578017
"418" 5.13770646802999 5.05383618960943 4.99997482384972
"419" 4.54818618018988 4.43787440629354 4.45038936897884
"420" 4.88976244049312 4.86825544982289 4.86170004207847
"421" 4.40447955106643 4.30032059836878 4.21723929303396
"422" 4.26429065471752 4.21449470190378 4.22596794115535
"423" 5.18661236778156 5.16715833062594 5.22609542093462
"424" 3.93627558872447 3.82810229096863 3.89954063599056
"425" 4.92256315835934 4.77453262367859 4.80580335308471
"426" 4.40109298786746 4.32877239483173 4.26412616738617
"427" 4.4876353379425 4.6071736566278 4.55502945451643
"428" 4.52737730737057 4.46037827928937 4.45917481500514
"429" 5.39096502436286 5.19007896537761 5.18636534218665
"430" 4.74790222153939 4.60742109967664 4.53581918837122
"431" 4.07437639782653 3.90368722388385 4.10979064161329
"432" 4.38816059769068 4.61697605414552 4.43628810156829
"433" 4.98741662210162 5.05039714807571 4.96520424090887
"434" 5.0575104996103 4.79135557608538 4.79646000535833
"435" 4.88651207384034 4.88147542605788 4.78677478614174
"436" 4.65598829448391 4.63908804723513 4.76742027230285
"437" 4.74186699483307 4.5814996024942 4.58384537353785
"438" 4.60823310376391 4.54759811728118 4.49525497329192
"439" 5.5674797275766 5.46827691979123 5.49706133536193
"440" 4.55873915243219 4.47045134532865 4.49806214231847
"441" 5.35980659151104 5.23652734822814 5.06122155626333
"442" 4.9241475059264 4.95372226441031 4.95533752773101
"443" 5.35431169614578 5.3144676920431 5.18617647931632
"444" 4.81875287573144 4.91895853490677 4.89685233445693
"445" 4.42273078288196 4.42316561998152 4.35904597950325
"446" 4.85106000288495 4.80511619568807 4.7810877637591
"447" 4.57426033743887 4.54204734057351 4.52907197909688
"448" 4.32604148148145 4.40409492683987 4.27460866620881
"449" 4.57330991158916 4.51411469840962 4.44453655284119
"450" 5.47984401382674 5.61767284513796 5.56091811525626
"451" 4.4685413431497 4.30876406535002 4.27529505556662
"452" 4.86478510999441 4.90799311446965 4.90020853001093
"453" 5.54741578744832 5.62284366441478 5.64447269852219
"454" 4.53311224937751 4.51499406757367 4.43064854365166
"455" 4.57474760688438 4.17917896702898 4.39433352267893
"456" 5.49571804046614 5.47633785982242 5.42198166492469
"457" 4.84693007247158 4.91023353205033 4.87476553084562
"458" 5.08833294615056 4.92338072995679 4.9136486879581
"459" 4.85390617402404 4.86263697592409 4.85932525444091
"460" 5.83352679774317 5.64981893534316 5.63192350486027
"461" 4.56426368419195 4.42681183021975 4.24511304884314
"462" 5.33817897414024 5.17974272424371 5.09685835501039
"463" 5.02684686545634 4.90540931995553 4.69361804741686
"464" 4.78777755687342 4.71846832592828 4.68394577257288
"465" 5.37939823151272 5.31034563424288 5.27615490935687
"466" 5.204875329499 5.12457958636934 5.09175076144233
"467" 5.0299910321176 4.95430002182808 4.81194618799679
"468" 5.00498019247845 4.83732060443787 4.77899096326345
"469" 5.40005284949225 5.1402454990413 5.24277295266025
"470" 5.1213607054953 5.01081304735317 5.0897915003578
"471" 4.22408127447726 4.07237366785831 4.11082779287704
